ROK;PNA;GMINA;POWIAT;WOJEWODZTWO
2015;06-520;Dzierzgowo;mławski;mazowieckie
2015;06-521;Wiśniewo;mławski;mazowieckie
2015;06-522;Strzegowo;mławski;mazowieckie
2015;06-540;Radzanów;mławski;mazowieckie
2015;06-541;Wiśniewo;mławski;mazowieckie
2015;06-545;Lipowiec Kościelny;mławski;mazowieckie
2015;06-550;Szreńsk;mławski;mazowieckie
2015;06-560;Stupsk;mławski;mazowieckie
2015;06-561;Stupsk;mławski;mazowieckie
2015;07-100;Liw;węgrowski;mazowieckie
2015;07-100;Węgrów;węgrowski;mazowieckie
2015;07-100;Węgrów;węgrowski;mazowieckie
2015;07-102;Liw;węgrowski;mazowieckie
2015;07-104;Stoczek;węgrowski;mazowieckie
2015;07-106;Miedzna;węgrowski;mazowieckie
2015;07-110;Grębków;węgrowski;mazowieckie
2015;07-111;Wierzbno;węgrowski;mazowieckie
2015;07-120;Korytnica;węgrowski;mazowieckie
2015;07-130;Łochów;węgrowski;mazowieckie
2015;07-131;Łochów;węgrowski;mazowieckie
2015;07-132;Łochów;węgrowski;mazowieckie
2015;07-140;Sadowne;węgrowski;mazowieckie
2015;07-200;Wyszków;wyszkowski;mazowieckie
2015;07-200;Wyszków;wyszkowski;mazowieckie
2015;07-201;Wyszków;wyszkowski;mazowieckie
2015;07-202;Wyszków;wyszkowski;mazowieckie
2015;07-203;Somianka;wyszkowski;mazowieckie
2015;07-205;Rząśnik;wyszkowski;mazowieckie
2015;07-207;Rząśnik;wyszkowski;mazowieckie
2015;07-208;Wyszków;wyszkowski;mazowieckie
2015;07-209;Wyszków;wyszkowski;mazowieckie
2015;07-210;Długosiodło;wyszkowski;mazowieckie
2015;07-215;Obryte;pułtuski;mazowieckie
2015;07-215;Obryte;pułtuski;mazowieckie
2015;07-217;Zatory;pułtuski;mazowieckie
2015;07-221;Brańszczyk;wyszkowski;mazowieckie
2015;07-230;Zabrodzie;wyszkowski;mazowieckie
2015;07-300;Ostrów Mazowiecka;ostrowski;mazowieckie
2015;07-301;Ostrów Mazowiecka;ostrowski;mazowieckie
2015;07-302;Ostrów Mazowiecka;ostrowski;mazowieckie
2015;07-303;Stary Lubotyń;ostrowski;mazowieckie
2015;07-304;Ostrów Mazowiecka;ostrowski;mazowieckie
2015;07-305;Andrzejewo;ostrowski;mazowieckie
2015;07-306;Brok;ostrowski;mazowieckie
2015;07-310;Ostrów Mazowiecka;ostrowski;mazowieckie
2015;07-311;Wąsewo;ostrowski;mazowieckie
2015;07-319;Małkinia Górna;ostrowski;mazowieckie
2015;07-320;Małkinia Górna;ostrowski;mazowieckie
2015;07-322;Nur;ostrowski;mazowieckie
2015;07-323;Zaręby Kościelne;ostrowski;mazowieckie
2015;07-324;Szulborze Wielkie;ostrowski;mazowieckie
2015;07-325;Boguty-Pianki;ostrowski;mazowieckie
2015;07-400;Ostrołęka;Ostrołęka;mazowieckie
2015;07-401;Ostrołęka;Ostrołęka;mazowieckie
2015;07-402;Lelis;ostrołęcki;mazowieckie
2015;07-402;Lelis;ostrołęcki;mazowieckie
2015;07-403;Lelis;ostrołęcki;mazowieckie
2015;07-405;Troszyn;ostrołęcki;mazowieckie
2015;07-407;Czerwin;ostrołęcki;mazowieckie
2015;07-409;Ostrołęka;Ostrołęka;mazowieckie
2015;07-410;Ostrołęka;Ostrołęka;mazowieckie
2015;07-410;Ostrołęka;Ostrołęka;mazowieckie
2015;07-411;Rzekuń;ostrołęcki;mazowieckie
2015;07-411;Rzekuń;ostrołęcki;mazowieckie
2015;07-412;Ostrołęka;Ostrołęka;mazowieckie
2015;07-413;Ostrołęka;Ostrołęka;mazowieckie
2015;07-414;Ostrołęka;Ostrołęka;mazowieckie
2015;07-415;Olszewo-Borki;ostrołęcki;mazowieckie
2015;07-416;Olszewo-Borki;ostrołęcki;mazowieckie
2015;07-417;Ostrołęka;Ostrołęka;mazowieckie
2015;07-420;Kadzidło;ostrołęcki;mazowieckie
2015;07-430;Myszyniec;ostrołęcki;mazowieckie
2015;07-430;Myszyniec;ostrołęcki;mazowieckie
2015;07-431;Czarnia;ostrołęcki;mazowieckie
2015;07-437;Łyse;ostrołęcki;mazowieckie
2015;07-438;Łyse;ostrołęcki;mazowieckie
2015;07-439;Łyse;ostrołęcki;mazowieckie
2015;07-440;Goworowo;ostrołęcki;mazowieckie
2015;07-440;Goworowo;ostrołęcki;mazowieckie
2015;08-100;Siedlce;Siedlce;mazowieckie
2015;08-100;Siedlce;Siedlce;mazowieckie
2015;08-101;Siedlce;Siedlce;mazowieckie
2015;08-101;Siedlce;Siedlce;mazowieckie
2015;08-102;Siedlce;Siedlce;mazowieckie
2015;08-103;Siedlce;Siedlce;mazowieckie
2015;08-105;Siedlce;siedlecki;mazowieckie
2015;08-106;Zbuczyn;siedlecki;mazowieckie
2015;08-107;Paprotnia;siedlecki;mazowieckie
2015;08-108;Korczew;siedlecki;mazowieckie
2015;08-108;Korczew;siedlecki;mazowieckie
2015;08-109;Przesmyki;siedlecki;mazowieckie
2015;08-110;Siedlce;Siedlce;mazowieckie
2015;08-110;Siedlce;Siedlce;mazowieckie
2015;08-112;Wiśniew;siedlecki;mazowieckie
2015;08-113;Domanice;siedlecki;mazowieckie
2015;08-114;Skórzec;siedlecki;mazowieckie
2015;08-115;Siedlce;siedlecki;mazowieckie
2015;08-117;Wodynie;siedlecki;mazowieckie
2015;08-117;Wodynie;siedlecki;mazowieckie
2015;08-118;Siedlce;Siedlce;mazowieckie
2015;08-119;Siedlce;Siedlce;mazowieckie
2015;08-120;Siedlce;Siedlce;mazowieckie
2015;08-124;Mokobody;siedlecki;mazowieckie
2015;08-125;Suchożebry;siedlecki;mazowieckie
2015;08-130;Kotuń;siedlecki;mazowieckie
2015;08-140;Mordy;siedlecki;mazowieckie
2015;08-140;Mordy;siedlecki;mazowieckie
2015;08-200;Łosice;łosicki;mazowieckie
2015;08-200;Łosice;łosicki;mazowieckie
2015;08-205;Stara Kornica;łosicki;mazowieckie
2015;08-206;Huszlew;łosicki;mazowieckie
2015;08-207;Olszanka;łosicki;mazowieckie
2015;08-210;Platerów;łosicki;mazowieckie
2015;08-210;Platerów;łosicki;mazowieckie
2015;08-220;Sarnaki;łosicki;mazowieckie
2015;08-300;Sokołów Podlaski;sokołowski;mazowieckie
2015;08-300;Sokołów Podlaski;sokołowski;mazowieckie
2015;08-300;Sokołów Podlaski;sokołowski;mazowieckie
2015;08-300;Sokołów Podlaski;sokołowski;mazowieckie
2015;08-301;Sokołów Podlaski;sokołowski;mazowieckie
2015;08-304;Jabłonna Lacka;sokołowski;mazowieckie
2015;08-307;Repki;sokołowski;mazowieckie
2015;08-311;Bielany;sokołowski;mazowieckie
2015;08-320;Sterdyń;sokołowski;mazowieckie
2015;08-322;Ceranów;sokołowski;mazowieckie
2015;08-330;Kosów Lacki;sokołowski;mazowieckie
2015;08-331;Sabnie;sokołowski;mazowieckie
2015;08-400;Garwolin;garwoliński;mazowieckie
2015;08-400;Garwolin;garwoliński;mazowieckie
2015;08-401;Garwolin;garwoliński;mazowieckie
2015;08-404;Górzno;garwoliński;mazowieckie
2015;08-410;Garwolin;garwoliński;mazowieckie
2015;08-411;Garwolin;garwoliński;mazowieckie
2015;08-412;Borowie;garwoliński;mazowieckie
2015;08-420;Miastków Kościelny;garwoliński;mazowieckie
2015;08-430;Żelechów;garwoliński;mazowieckie
2015;08-439;Osieck;otwocki;mazowieckie
2015;08-440;Pilawa;garwoliński;mazowieckie
2015;08-440;Pilawa;garwoliński;mazowieckie
2015;08-441;Parysów;garwoliński;mazowieckie
2015;08-443;Sobienie-Jeziory;otwocki;mazowieckie
2015;08-445;Osieck;otwocki;mazowieckie
2015;08-450;Łaskarzew;garwoliński;mazowieckie
2015;08-451;Łaskarzew;garwoliński;mazowieckie
2015;08-455;Trojanów;garwoliński;mazowieckie
2015;08-455;Trojanów;garwoliński;mazowieckie
2015;08-455;Trojanów;garwoliński;mazowieckie
2015;08-460;Sobolew;garwoliński;mazowieckie
2015;08-470;Wilga;garwoliński;mazowieckie
2015;08-480;Maciejowice;garwoliński;mazowieckie
2015;08-481;Maciejowice;garwoliński;mazowieckie
2015;08-500;Ryki;rycki;lubelskie
2015;08-500;Ryki;rycki;lubelskie
2015;08-500;Ryki;rycki;lubelskie
2015;08-501;Ryki;rycki;lubelskie
2015;08-503;Nowodwór;rycki;lubelskie
2015;08-504;Ułęż;rycki;lubelskie
2015;08-521;Dęblin;rycki;lubelskie
2015;08-530;Dęblin;rycki;lubelskie
2015;08-530;Dęblin;rycki;lubelskie
2015;08-530;Dęblin;rycki;lubelskie
2015;08-530;Dęblin;rycki;lubelskie
2015;08-540;Stężyca;rycki;lubelskie
2015;08-550;Kłoczew;rycki;lubelskie
2015;09-100;Płońsk;płoński;mazowieckie
2015;09-101;Płońsk;płoński;mazowieckie
2015;09-102;Płońsk;płoński;mazowieckie
2015;09-103;Płońsk;płoński;mazowieckie
2015;09-110;Sochocin;płoński;mazowieckie
2015;09-120;Nowe Miasto;płoński;mazowieckie
2015;09-130;Baboszewo;płoński;mazowieckie
2015;09-131;Joniec;płoński;mazowieckie
2015;09-132;Baboszewo;płoński;mazowieckie
2015;09-135;Siemiątkowo;żuromiński;mazowieckie
2015;09-136;Raciąż;płoński;mazowieckie
2015;09-138;Raciąż;płoński;mazowieckie
2015;09-140;Raciąż;płoński;mazowieckie
2015;09-140;Raciąż;płoński;mazowieckie
2015;09-142;Załuski;płoński;mazowieckie
2015;09-146;Czerwińsk nad Wisłą;płoński;mazowieckie
2015;09-150;Czerwińsk nad Wisłą;płoński;mazowieckie
2015;09-152;Naruszewo;płoński;mazowieckie
2015;09-162;Naruszewo;płoński;mazowieckie
2015;09-163;Dzierzążnia;płoński;mazowieckie
2015;09-164;Dzierzążnia;płoński;mazowieckie
2015;09-200;Sierpc;sierpecki;mazowieckie
2015;09-201;Sierpc;sierpecki;mazowieckie
2015;09-202;Sierpc;sierpecki;mazowieckie
2015;09-203;Sierpc;sierpecki;mazowieckie
2015;09-204;Rościszewo;sierpecki;mazowieckie
2015;09-205;Sierpc;sierpecki;mazowieckie
2015;09-207;Sierpc;sierpecki;mazowieckie
2015;09-209;Drobin;płocki;mazowieckie
2015;09-210;Drobin;płocki;mazowieckie
2015;09-212;Gozdowo;sierpecki;mazowieckie
2015;09-213;Gozdowo;sierpecki;mazowieckie
2015;09-214;Mochowo;sierpecki;mazowieckie
2015;09-215;Mochowo;sierpecki;mazowieckie
2015;09-216;Szczutowo;sierpecki;mazowieckie
2015;09-226;Zawidz;sierpecki;mazowieckie
2015;09-227;Szczutowo;sierpecki;mazowieckie
2015;09-230;Bielsk;płocki;mazowieckie
2015;09-230;Bielsk;płocki;mazowieckie
2015;09-300;Żuromin;żuromiński;mazowieckie
2015;09-303;Lubowidz;żuromiński;mazowieckie
2015;09-304;Lubowidz;żuromiński;mazowieckie
2015;09-305;Lubowidz;żuromiński;mazowieckie
2015;09-310;Kuczbork-Osada;żuromiński;mazowieckie
2015;09-311;Kuczbork-Osada;żuromiński;mazowieckie
2015;09-317;Lutocin;żuromiński;mazowieckie
2015;09-318;Lutocin;żuromiński;mazowieckie
2015;09-320;Bieżuń;żuromiński;mazowieckie
2015;09-321;Bieżuń;żuromiński;mazowieckie
2015;09-400;Płock;Płock;mazowieckie
2015;09-400;Stara Biała;płocki;mazowieckie
2015;09-400;Płock;Płock;mazowieckie
2015;09-401;Płock;Płock;mazowieckie
2015;09-402;Płock;Płock;mazowieckie
2015;09-402;Płock;Płock;mazowieckie
2015;09-403;Płock;Płock;mazowieckie
2015;09-404;Płock;Płock;mazowieckie
2015;09-405;Płock;Płock;mazowieckie
2015;09-406;Płock;Płock;mazowieckie
2015;09-407;Płock;Płock;mazowieckie
2015;09-408;Płock;Płock;mazowieckie
2015;09-409;Płock;Płock;mazowieckie
2015;09-410;Płock;Płock;mazowieckie
2015;09-411;Stara Biała;płocki;mazowieckie
2015;09-412;Stara Biała;płocki;mazowieckie
2015;09-413;Brudzeń Duży;płocki;mazowieckie
2015;09-414;Brudzeń Duży;płocki;mazowieckie
2015;09-414;Brudzeń Duży;płocki;mazowieckie
2015;09-415;Płock;Płock;mazowieckie
2015;09-417;Płock;Płock;mazowieckie
2015;09-418;Płock;Płock;mazowieckie
2015;09-419;Płock;Płock;mazowieckie
2015;09-420;Płock;Płock;mazowieckie
2015;09-421;Płock;Płock;mazowieckie
2015;09-440;Staroźreby;płocki;mazowieckie
2015;09-440;Staroźreby;płocki;mazowieckie
2015;09-442;Radzanowo;płocki;mazowieckie
2015;09-450;Wyszogród;płocki;mazowieckie
2015;09-451;Radzanowo;płocki;mazowieckie
2015;09-452;Bulkowo;płocki;mazowieckie
2015;09-454;Bulkowo;płocki;mazowieckie
2015;09-460;Mała Wieś;płocki;mazowieckie
2015;09-470;Bodzanów;płocki;mazowieckie
2015;09-470;Bodzanów;płocki;mazowieckie
2015;09-472;Słupno;płocki;mazowieckie
2015;09-500;Gostynin;gostyniński;mazowieckie
2015;09-500;Gostynin;gostyniński;mazowieckie
2015;09-501;Gostynin;gostyniński;mazowieckie
2015;09-502;Gostynin;gostyniński;mazowieckie
2015;09-503;Gostynin;gostyniński;mazowieckie
2015;09-504;Gostynin;gostyniński;mazowieckie
2015;09-505;Nowy Duninów;płocki;mazowieckie
2015;09-506;Nowy Duninów;płocki;mazowieckie
2015;09-520;Łąck;płocki;mazowieckie
2015;09-522;Gąbin;płocki;mazowieckie
2015;09-530;Gąbin;płocki;mazowieckie
2015;09-533;Słubice;płocki;mazowieckie
2015;09-540;Sanniki;gostyniński;mazowieckie
2015;09-541;Pacyna;gostyniński;mazowieckie
2015;09-550;Szczawin Kościelny;gostyniński;mazowieckie
2015;10-001;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-001;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-084;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-127;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-143;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-143;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-290;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-344;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-344;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-459;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-580;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-601;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-630;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-684;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-687;Purda;olsztyński;warmińsko-mazurskie
2015;10-687;Purda;olsztyński;warmińsko-mazurskie
2015;10-687;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-687;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-687;Stawiguda;olsztyński;warmińsko-mazurskie
2015;10-691;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-694;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-694;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-695;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-718;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-762;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-803;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-900;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-900;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-900;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-903;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-950;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-952;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-953;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-954;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-955;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-956;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;10-959;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;11-001;Dywity;olsztyński;warmińsko-mazurskie
2015;11-002;Dywity;olsztyński;warmińsko-mazurskie
2015;11-008;Świątki;olsztyński;warmińsko-mazurskie
2015;11-010;Barczewo;olsztyński;warmińsko-mazurskie
2015;11-010;Barczewo;olsztyński;warmińsko-mazurskie
2015;11-010;Barczewo;olsztyński;warmińsko-mazurskie
2015;11-015;Olsztynek;olsztyński;warmińsko-mazurskie
2015;11-015;Olsztynek;olsztyński;warmińsko-mazurskie
2015;11-030;Purda;olsztyński;warmińsko-mazurskie
2015;11-030;Purda;olsztyński;warmińsko-mazurskie
2015;11-034;Stawiguda;olsztyński;warmińsko-mazurskie
2015;11-036;Gietrzwałd;olsztyński;warmińsko-mazurskie
2015;11-036;Gietrzwałd;olsztyński;warmińsko-mazurskie
2015;11-036;Gietrzwałd;olsztyński;warmińsko-mazurskie
2015;11-040;Dobre Miasto;olsztyński;warmińsko-mazurskie
2015;11-040;Dobre Miasto;olsztyński;warmińsko-mazurskie
2015;11-040;Dobre Miasto;olsztyński;warmińsko-mazurskie
2015;11-041;Olsztyn;Olsztyn;warmińsko-mazurskie
2015;11-042;Jonkowo;olsztyński;warmińsko-mazurskie
2015;11-042;Jonkowo;olsztyński;warmińsko-mazurskie
2015;11-100;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-100;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-100;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-100;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-100;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-101;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-102;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-103;Lidzbark Warmiński;lidzbarski;warmińsko-mazurskie
2015;11-106;Kiwity;lidzbarski;warmińsko-mazurskie
2015;11-107;Kiwity;lidzbarski;warmińsko-mazurskie
2015;11-130;Orneta;lidzbarski;warmińsko-mazurskie
2015;11-135;Lubomino;lidzbarski;warmińsko-mazurskie
2015;11-135;Lubomino;lidzbarski;warmińsko-mazurskie
2015;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-201;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-202;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-203;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-204;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-205;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-206;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-207;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-210;Sępopol;bartoszycki;warmińsko-mazurskie
2015;11-210;Sępopol;bartoszycki;warmińsko-mazurskie
2015;11-214;Bartoszyce;bartoszycki;warmińsko-mazurskie
2015;11-220;Górowo Iławeckie;bartoszycki;warmińsko-mazurskie
2015;11-220;Górowo Iławeckie;bartoszycki;warmińsko-mazurskie
2015;11-220;Górowo Iławeckie;bartoszycki;warmińsko-mazurskie
2015;11-221;Górowo Iławeckie;bartoszycki;warmińsko-mazurskie
2015;11-227;Górowo Iławeckie;bartoszycki;warmińsko-mazurskie
2015;11-230;Bisztynek;bartoszycki;warmińsko-mazurskie
2015;11-230;Bisztynek;bartoszycki;warmińsko-mazurskie
2015;11-300;Biskupiec;olsztyński;warmińsko-mazurskie
2015;11-300;Biskupiec;olsztyński;warmińsko-mazurskie
2015;11-300;Biskupiec;olsztyński;warmińsko-mazurskie
2015;11-311;Kolno;olsztyński;warmińsko-mazurskie
2015;11-311;Kolno;olsztyński;warmińsko-mazurskie
2015;11-320;Jeziorany;olsztyński;warmińsko-mazurskie
2015;11-320;Jeziorany;olsztyński;warmińsko-mazurskie
2015;11-400;Kętrzyn;kętrzyński;warmińsko-mazurskie
2015;11-400;Kętrzyn;kętrzyński;warmińsko-mazurskie
2015;11-402;Kętrzyn;kętrzyński;warmińsko-mazurskie
2015;11-405;Kętrzyn;kętrzyński;warmińsko-mazurskie
2015;11-409;Kętrzyn;kętrzyński;warmińsko-mazurskie
2015;11-410;Barciany;kętrzyński;warmińsko-mazurskie
2015;11-410;Barciany;kętrzyński;warmińsko-mazurskie
2015;11-410;Barciany;kętrzyński;warmińsko-mazurskie
2015;11-420;Srokowo;kętrzyński;warmińsko-mazurskie
2015;11-430;Korsze;kętrzyński;warmińsko-mazurskie
2015;11-430;Korsze;kętrzyński;warmińsko-mazurskie
2015;11-431;Korsze;kętrzyński;warmińsko-mazurskie
2015;11-440;Reszel;kętrzyński;warmińsko-mazurskie
2015;11-441;Kętrzyn;kętrzyński;warmińsko-mazurskie
2015;11-442;Reszel;kętrzyński;warmińsko-mazurskie
2015;11-500;Giżycko;giżycki;warmińsko-mazurskie
2015;11-500;Giżycko;giżycki;warmińsko-mazurskie
2015;11-500;Giżycko;giżycki;warmińsko-mazurskie
2015;11-500;Giżycko;giżycki;warmińsko-mazurskie
2015;11-501;Giżycko;giżycki;warmińsko-mazurskie
2015;11-504;Giżycko;giżycki;warmińsko-mazurskie
2015;11-507;Giżycko;giżycki;warmińsko-mazurskie
2015;11-508;Giżycko;giżycki;warmińsko-mazurskie
2015;11-510;Wydminy;giżycki;warmińsko-mazurskie
2015;11-510;Wydminy;giżycki;warmińsko-mazurskie
2015;11-510;Wydminy;giżycki;warmińsko-mazurskie
2015;11-513;Miłki;giżycki;warmińsko-mazurskie
2015;11-513;Miłki;giżycki;warmińsko-mazurskie
2015;11-520;Ryn;giżycki;warmińsko-mazurskie
2015;11-600;Węgorzewo;węgorzewski;warmińsko-mazurskie
2015;11-601;Węgorzewo;węgorzewski;warmińsko-mazurskie
2015;11-606;Budry;węgorzewski;warmińsko-mazurskie
2015;11-610;Pozezdrze;węgorzewski;warmińsko-mazurskie
2015;11-610;Pozezdrze;węgorzewski;warmińsko-mazurskie
2015;11-612;Kruklanki;giżycki;warmińsko-mazurskie
2015;11-700;Mrągowo;mrągowski;warmińsko-mazurskie
2015;11-700;Mrągowo;mrągowski;warmińsko-mazurskie
2015;11-700;Mrągowo;mrągowski;warmińsko-mazurskie
2015;11-702;Mrągowo;mrągowski;warmińsko-mazurskie
2015;11-709;Mrągowo;mrągowski;warmińsko-mazurskie
2015;11-710;Piecki;mrągowski;warmińsko-mazurskie
2015;11-710;Piecki;mrągowski;warmińsko-mazurskie
2015;11-710;Piecki;mrągowski;warmińsko-mazurskie
2015;11-730;Mikołajki;mrągowski;warmińsko-mazurskie
2015;11-730;Mikołajki;mrągowski;warmińsko-mazurskie
2015;11-731;Sorkwity;mrągowski;warmińsko-mazurskie
2015;11-731;Sorkwity;mrągowski;warmińsko-mazurskie
2015;11-731;Sorkwity;mrągowski;warmińsko-mazurskie
2015;12-100;Szczytno;szczycieński;warmińsko-mazurskie
2015;12-100;Szczytno;szczycieński;warmińsko-mazurskie
2015;12-100;Szczytno;szczycieński;warmińsko-mazurskie
2015;12-101;Szczytno;szczycieński;warmińsko-mazurskie
2015;12-102;Szczytno;szczycieński;warmińsko-mazurskie
2015;12-102;Szczytno;szczycieński;warmińsko-mazurskie
2015;12-114;Rozogi;szczycieński;warmińsko-mazurskie
2015;12-120;Dźwierzuty;szczycieński;warmińsko-mazurskie
2015;12-120;Dźwierzuty;szczycieński;warmińsko-mazurskie
2015;12-122;Jedwabno;szczycieński;warmińsko-mazurskie
2015;12-122;Jedwabno;szczycieński;warmińsko-mazurskie
2015;12-130;Pasym;szczycieński;warmińsko-mazurskie
2015;12-140;Świętajno;szczycieński;warmińsko-mazurskie
2015;12-142;Świętajno;szczycieński;warmińsko-mazurskie
2015;12-150;Świętajno;szczycieński;warmińsko-mazurskie
2015;12-160;Wielbark;szczycieński;warmińsko-mazurskie
2015;12-160;Wielbark;szczycieński;warmińsko-mazurskie
2015;12-200;Pisz;piski;warmińsko-mazurskie
2015;12-200;Pisz;piski;warmińsko-mazurskie
2015;12-200;Pisz;piski;warmińsko-mazurskie
2015;12-201;Pisz;piski;warmińsko-mazurskie
2015;12-203;Pisz;piski;warmińsko-mazurskie
2015;12-220;Ruciane-Nida;piski;warmińsko-mazurskie
2015;12-221;Ruciane-Nida;piski;warmińsko-mazurskie
2015;12-223;Ruciane-Nida;piski;warmińsko-mazurskie
2015;12-230;Biała Piska;piski;warmińsko-mazurskie
2015;12-230;Biała Piska;piski;warmińsko-mazurskie
2015;12-230;Biała Piska;piski;warmińsko-mazurskie
2015;12-250;Orzysz;piski;warmińsko-mazurskie
2015;12-251;Orzysz;piski;warmińsko-mazurskie
2015;13-100;Nidzica;nidzicki;warmińsko-mazurskie
2015;13-100;Nidzica;nidzicki;warmińsko-mazurskie
2015;13-100;Nidzica;nidzicki;warmińsko-mazurskie
2015;13-111;Janowiec Kościelny;nidzicki;warmińsko-mazurskie
2015;13-113;Janowo;nidzicki;warmińsko-mazurskie
2015;13-113;Janowo;nidzicki;warmińsko-mazurskie
2015;13-113;Janowo;nidzicki;warmińsko-mazurskie
2015;13-124;Kozłowo;nidzicki;warmińsko-mazurskie
2015;13-125;Kozłowo;nidzicki;warmińsko-mazurskie
2015;13-200;Działdowo;działdowski;warmińsko-mazurskie
2015;13-201;Działdowo;działdowski;warmińsko-mazurskie
2015;13-202;Działdowo;działdowski;warmińsko-mazurskie
