Kod;Nazwa;Miesiące;Wyszczególnienie;Rok;Wartosc;Jednostka miary;Atrybut
2476000;Powiat m.Świętochłowice;luty;stopa bezrobocia rejestrowanego;2016;12,2;%;
2476000;Powiat m.Świętochłowice;luty;stopa bezrobocia rejestrowanego;2017;10,1;%;
2476000;Powiat m.Świętochłowice;marzec;stopa bezrobocia rejestrowanego;2014;18,6;%;
2476000;Powiat m.Świętochłowice;marzec;stopa bezrobocia rejestrowanego;2015;15,2;%;
2476000;Powiat m.Świętochłowice;marzec;stopa bezrobocia rejestrowanego;2016;12;%;
2476000;Powiat m.Świętochłowice;marzec;stopa bezrobocia rejestrowanego;2017;9,4;%;
2476000;Powiat m.Świętochłowice;kwiecień;stopa bezrobocia rejestrowanego;2014;18;%;
2476000;Powiat m.Świętochłowice;kwiecień;stopa bezrobocia rejestrowanego;2015;14,9;%;
2476000;Powiat m.Świętochłowice;kwiecień;stopa bezrobocia rejestrowanego;2016;11,9;%;
2476000;Powiat m.Świętochłowice;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;maj;stopa bezrobocia rejestrowanego;2014;17,8;%;
2476000;Powiat m.Świętochłowice;maj;stopa bezrobocia rejestrowanego;2015;14,4;%;
2476000;Powiat m.Świętochłowice;maj;stopa bezrobocia rejestrowanego;2016;11,6;%;
2476000;Powiat m.Świętochłowice;maj;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;czerwiec;stopa bezrobocia rejestrowanego;2014;17,3;%;
2476000;Powiat m.Świętochłowice;czerwiec;stopa bezrobocia rejestrowanego;2015;14;%;
2476000;Powiat m.Świętochłowice;czerwiec;stopa bezrobocia rejestrowanego;2016;10,9;%;
2476000;Powiat m.Świętochłowice;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;lipiec;stopa bezrobocia rejestrowanego;2014;16,5;%;
2476000;Powiat m.Świętochłowice;lipiec;stopa bezrobocia rejestrowanego;2015;13,1;%;
2476000;Powiat m.Świętochłowice;lipiec;stopa bezrobocia rejestrowanego;2016;10,5;%;
2476000;Powiat m.Świętochłowice;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;sierpień;stopa bezrobocia rejestrowanego;2014;16,3;%;
2476000;Powiat m.Świętochłowice;sierpień;stopa bezrobocia rejestrowanego;2015;12,5;%;
2476000;Powiat m.Świętochłowice;sierpień;stopa bezrobocia rejestrowanego;2016;10,3;%;
2476000;Powiat m.Świętochłowice;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;wrzesień;stopa bezrobocia rejestrowanego;2014;15,7;%;
2476000;Powiat m.Świętochłowice;wrzesień;stopa bezrobocia rejestrowanego;2015;12,3;%;
2476000;Powiat m.Świętochłowice;wrzesień;stopa bezrobocia rejestrowanego;2016;10,2;%;
2476000;Powiat m.Świętochłowice;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;październik;stopa bezrobocia rejestrowanego;2014;15;%;
2476000;Powiat m.Świętochłowice;październik;stopa bezrobocia rejestrowanego;2015;11,6;%;
2476000;Powiat m.Świętochłowice;październik;stopa bezrobocia rejestrowanego;2016;9,8;%;
2476000;Powiat m.Świętochłowice;październik;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;listopad;stopa bezrobocia rejestrowanego;2014;15;%;
2476000;Powiat m.Świętochłowice;listopad;stopa bezrobocia rejestrowanego;2015;11,7;%;
2476000;Powiat m.Świętochłowice;listopad;stopa bezrobocia rejestrowanego;2016;10;%;
2476000;Powiat m.Świętochłowice;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
2476000;Powiat m.Świętochłowice;grudzień;stopa bezrobocia rejestrowanego;2014;14,7;%;
2476000;Powiat m.Świętochłowice;grudzień;stopa bezrobocia rejestrowanego;2015;12,1;%;
2476000;Powiat m.Świętochłowice;grudzień;stopa bezrobocia rejestrowanego;2016;10;%;
2476000;Powiat m.Świętochłowice;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;styczeń;stopa bezrobocia rejestrowanego;2014;7,2;%;
2477000;Powiat m.Tychy;styczeń;stopa bezrobocia rejestrowanego;2015;5,4;%;
2477000;Powiat m.Tychy;styczeń;stopa bezrobocia rejestrowanego;2016;4;%;
2477000;Powiat m.Tychy;styczeń;stopa bezrobocia rejestrowanego;2017;3,6;%;
2477000;Powiat m.Tychy;luty;stopa bezrobocia rejestrowanego;2014;7,2;%;
2477000;Powiat m.Tychy;luty;stopa bezrobocia rejestrowanego;2015;5,4;%;
2477000;Powiat m.Tychy;luty;stopa bezrobocia rejestrowanego;2016;4;%;
2477000;Powiat m.Tychy;luty;stopa bezrobocia rejestrowanego;2017;3,6;%;
2477000;Powiat m.Tychy;marzec;stopa bezrobocia rejestrowanego;2014;6,9;%;
2477000;Powiat m.Tychy;marzec;stopa bezrobocia rejestrowanego;2015;5,2;%;
2477000;Powiat m.Tychy;marzec;stopa bezrobocia rejestrowanego;2016;3,9;%;
2477000;Powiat m.Tychy;marzec;stopa bezrobocia rejestrowanego;2017;3,4;%;
2477000;Powiat m.Tychy;kwiecień;stopa bezrobocia rejestrowanego;2014;6,3;%;
2477000;Powiat m.Tychy;kwiecień;stopa bezrobocia rejestrowanego;2015;5;%;
2477000;Powiat m.Tychy;kwiecień;stopa bezrobocia rejestrowanego;2016;3,7;%;
2477000;Powiat m.Tychy;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;maj;stopa bezrobocia rejestrowanego;2014;5,8;%;
2477000;Powiat m.Tychy;maj;stopa bezrobocia rejestrowanego;2015;4,8;%;
2477000;Powiat m.Tychy;maj;stopa bezrobocia rejestrowanego;2016;3,6;%;
2477000;Powiat m.Tychy;maj;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;czerwiec;stopa bezrobocia rejestrowanego;2014;5,4;%;
2477000;Powiat m.Tychy;czerwiec;stopa bezrobocia rejestrowanego;2015;4,5;%;
2477000;Powiat m.Tychy;czerwiec;stopa bezrobocia rejestrowanego;2016;3,5;%;
2477000;Powiat m.Tychy;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;lipiec;stopa bezrobocia rejestrowanego;2014;5,1;%;
2477000;Powiat m.Tychy;lipiec;stopa bezrobocia rejestrowanego;2015;4,4;%;
2477000;Powiat m.Tychy;lipiec;stopa bezrobocia rejestrowanego;2016;3,5;%;
2477000;Powiat m.Tychy;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;sierpień;stopa bezrobocia rejestrowanego;2014;5,1;%;
2477000;Powiat m.Tychy;sierpień;stopa bezrobocia rejestrowanego;2015;4,4;%;
2477000;Powiat m.Tychy;sierpień;stopa bezrobocia rejestrowanego;2016;3,4;%;
2477000;Powiat m.Tychy;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;wrzesień;stopa bezrobocia rejestrowanego;2014;5,1;%;
2477000;Powiat m.Tychy;wrzesień;stopa bezrobocia rejestrowanego;2015;4,3;%;
2477000;Powiat m.Tychy;wrzesień;stopa bezrobocia rejestrowanego;2016;3,3;%;
2477000;Powiat m.Tychy;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;październik;stopa bezrobocia rejestrowanego;2014;5,2;%;
2477000;Powiat m.Tychy;październik;stopa bezrobocia rejestrowanego;2015;4,1;%;
2477000;Powiat m.Tychy;październik;stopa bezrobocia rejestrowanego;2016;3,4;%;
2477000;Powiat m.Tychy;październik;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;listopad;stopa bezrobocia rejestrowanego;2014;5,2;%;
2477000;Powiat m.Tychy;listopad;stopa bezrobocia rejestrowanego;2015;4,1;%;
2477000;Powiat m.Tychy;listopad;stopa bezrobocia rejestrowanego;2016;3,4;%;
2477000;Powiat m.Tychy;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
2477000;Powiat m.Tychy;grudzień;stopa bezrobocia rejestrowanego;2014;5,1;%;
2477000;Powiat m.Tychy;grudzień;stopa bezrobocia rejestrowanego;2015;3,8;%;
2477000;Powiat m.Tychy;grudzień;stopa bezrobocia rejestrowanego;2016;3,4;%;
2477000;Powiat m.Tychy;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;styczeń;stopa bezrobocia rejestrowanego;2014;14,6;%;
2478000;Powiat m.Zabrze;styczeń;stopa bezrobocia rejestrowanego;2015;12,8;%;
2478000;Powiat m.Zabrze;styczeń;stopa bezrobocia rejestrowanego;2016;11;%;
2478000;Powiat m.Zabrze;styczeń;stopa bezrobocia rejestrowanego;2017;8,2;%;
2478000;Powiat m.Zabrze;luty;stopa bezrobocia rejestrowanego;2014;14,2;%;
2478000;Powiat m.Zabrze;luty;stopa bezrobocia rejestrowanego;2015;12,6;%;
2478000;Powiat m.Zabrze;luty;stopa bezrobocia rejestrowanego;2016;10,7;%;
2478000;Powiat m.Zabrze;luty;stopa bezrobocia rejestrowanego;2017;7,8;%;
2478000;Powiat m.Zabrze;marzec;stopa bezrobocia rejestrowanego;2014;14,1;%;
2478000;Powiat m.Zabrze;marzec;stopa bezrobocia rejestrowanego;2015;12,3;%;
2478000;Powiat m.Zabrze;marzec;stopa bezrobocia rejestrowanego;2016;10,4;%;
2478000;Powiat m.Zabrze;marzec;stopa bezrobocia rejestrowanego;2017;7,4;%;
2478000;Powiat m.Zabrze;kwiecień;stopa bezrobocia rejestrowanego;2014;13,7;%;
2478000;Powiat m.Zabrze;kwiecień;stopa bezrobocia rejestrowanego;2015;12;%;
2478000;Powiat m.Zabrze;kwiecień;stopa bezrobocia rejestrowanego;2016;10,1;%;
2478000;Powiat m.Zabrze;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;maj;stopa bezrobocia rejestrowanego;2014;13,3;%;
2478000;Powiat m.Zabrze;maj;stopa bezrobocia rejestrowanego;2015;11,6;%;
2478000;Powiat m.Zabrze;maj;stopa bezrobocia rejestrowanego;2016;9,1;%;
2478000;Powiat m.Zabrze;maj;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;czerwiec;stopa bezrobocia rejestrowanego;2014;12,9;%;
2478000;Powiat m.Zabrze;czerwiec;stopa bezrobocia rejestrowanego;2015;11,2;%;
2478000;Powiat m.Zabrze;czerwiec;stopa bezrobocia rejestrowanego;2016;8,5;%;
2478000;Powiat m.Zabrze;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;lipiec;stopa bezrobocia rejestrowanego;2014;13;%;
2478000;Powiat m.Zabrze;lipiec;stopa bezrobocia rejestrowanego;2015;10,9;%;
2478000;Powiat m.Zabrze;lipiec;stopa bezrobocia rejestrowanego;2016;7,9;%;
2478000;Powiat m.Zabrze;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;sierpień;stopa bezrobocia rejestrowanego;2014;12,9;%;
2478000;Powiat m.Zabrze;sierpień;stopa bezrobocia rejestrowanego;2015;10,5;%;
2478000;Powiat m.Zabrze;sierpień;stopa bezrobocia rejestrowanego;2016;7,9;%;
2478000;Powiat m.Zabrze;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;wrzesień;stopa bezrobocia rejestrowanego;2014;12,8;%;
2478000;Powiat m.Zabrze;wrzesień;stopa bezrobocia rejestrowanego;2015;10,3;%;
2478000;Powiat m.Zabrze;wrzesień;stopa bezrobocia rejestrowanego;2016;7,8;%;
2478000;Powiat m.Zabrze;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;październik;stopa bezrobocia rejestrowanego;2014;12,3;%;
2478000;Powiat m.Zabrze;październik;stopa bezrobocia rejestrowanego;2015;10;%;
2478000;Powiat m.Zabrze;październik;stopa bezrobocia rejestrowanego;2016;7,6;%;
2478000;Powiat m.Zabrze;październik;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;listopad;stopa bezrobocia rejestrowanego;2014;12,1;%;
2478000;Powiat m.Zabrze;listopad;stopa bezrobocia rejestrowanego;2015;9,8;%;
2478000;Powiat m.Zabrze;listopad;stopa bezrobocia rejestrowanego;2016;7,5;%;
2478000;Powiat m.Zabrze;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
2478000;Powiat m.Zabrze;grudzień;stopa bezrobocia rejestrowanego;2014;12,5;%;
2478000;Powiat m.Zabrze;grudzień;stopa bezrobocia rejestrowanego;2015;10,5;%;
2478000;Powiat m.Zabrze;grudzień;stopa bezrobocia rejestrowanego;2016;7,7;%;
2478000;Powiat m.Zabrze;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;styczeń;stopa bezrobocia rejestrowanego;2014;11,3;%;
2479000;Powiat m.Żory;styczeń;stopa bezrobocia rejestrowanego;2015;10,5;%;
2479000;Powiat m.Żory;styczeń;stopa bezrobocia rejestrowanego;2016;9;%;
2479000;Powiat m.Żory;styczeń;stopa bezrobocia rejestrowanego;2017;7,1;%;
2479000;Powiat m.Żory;luty;stopa bezrobocia rejestrowanego;2014;11,3;%;
2479000;Powiat m.Żory;luty;stopa bezrobocia rejestrowanego;2015;10,7;%;
2479000;Powiat m.Żory;luty;stopa bezrobocia rejestrowanego;2016;8,9;%;
2479000;Powiat m.Żory;luty;stopa bezrobocia rejestrowanego;2017;7;%;
2479000;Powiat m.Żory;marzec;stopa bezrobocia rejestrowanego;2014;10,6;%;
2479000;Powiat m.Żory;marzec;stopa bezrobocia rejestrowanego;2015;10,6;%;
2479000;Powiat m.Żory;marzec;stopa bezrobocia rejestrowanego;2016;8,4;%;
2479000;Powiat m.Żory;marzec;stopa bezrobocia rejestrowanego;2017;6,5;%;
2479000;Powiat m.Żory;kwiecień;stopa bezrobocia rejestrowanego;2014;9,7;%;
2479000;Powiat m.Żory;kwiecień;stopa bezrobocia rejestrowanego;2015;10;%;
2479000;Powiat m.Żory;kwiecień;stopa bezrobocia rejestrowanego;2016;8,1;%;
2479000;Powiat m.Żory;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;maj;stopa bezrobocia rejestrowanego;2014;9,3;%;
2479000;Powiat m.Żory;maj;stopa bezrobocia rejestrowanego;2015;9,2;%;
2479000;Powiat m.Żory;maj;stopa bezrobocia rejestrowanego;2016;7,8;%;
2479000;Powiat m.Żory;maj;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;czerwiec;stopa bezrobocia rejestrowanego;2014;9;%;
2479000;Powiat m.Żory;czerwiec;stopa bezrobocia rejestrowanego;2015;9,1;%;
2479000;Powiat m.Żory;czerwiec;stopa bezrobocia rejestrowanego;2016;7,3;%;
2479000;Powiat m.Żory;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;lipiec;stopa bezrobocia rejestrowanego;2014;9,2;%;
2479000;Powiat m.Żory;lipiec;stopa bezrobocia rejestrowanego;2015;8,9;%;
2479000;Powiat m.Żory;lipiec;stopa bezrobocia rejestrowanego;2016;7,3;%;
2479000;Powiat m.Żory;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;sierpień;stopa bezrobocia rejestrowanego;2014;9,4;%;
2479000;Powiat m.Żory;sierpień;stopa bezrobocia rejestrowanego;2015;8,8;%;
2479000;Powiat m.Żory;sierpień;stopa bezrobocia rejestrowanego;2016;7;%;
2479000;Powiat m.Żory;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;wrzesień;stopa bezrobocia rejestrowanego;2014;9,6;%;
2479000;Powiat m.Żory;wrzesień;stopa bezrobocia rejestrowanego;2015;8,7;%;
2479000;Powiat m.Żory;wrzesień;stopa bezrobocia rejestrowanego;2016;7,1;%;
2479000;Powiat m.Żory;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;październik;stopa bezrobocia rejestrowanego;2014;9,5;%;
2479000;Powiat m.Żory;październik;stopa bezrobocia rejestrowanego;2015;8,6;%;
2479000;Powiat m.Żory;październik;stopa bezrobocia rejestrowanego;2016;7;%;
2479000;Powiat m.Żory;październik;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;listopad;stopa bezrobocia rejestrowanego;2014;10;%;
2479000;Powiat m.Żory;listopad;stopa bezrobocia rejestrowanego;2015;8,5;%;
2479000;Powiat m.Żory;listopad;stopa bezrobocia rejestrowanego;2016;6,9;%;
2479000;Powiat m.Żory;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
2479000;Powiat m.Żory;grudzień;stopa bezrobocia rejestrowanego;2014;9,8;%;
2479000;Powiat m.Żory;grudzień;stopa bezrobocia rejestrowanego;2015;8,4;%;
2479000;Powiat m.Żory;grudzień;stopa bezrobocia rejestrowanego;2016;6,8;%;
2479000;Powiat m.Żory;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;styczeń;stopa bezrobocia rejestrowanego;2014;17,2;%;
2600000;ŚWIĘTOKRZYSKIE;styczeń;stopa bezrobocia rejestrowanego;2015;14,8;%;
2600000;ŚWIĘTOKRZYSKIE;styczeń;stopa bezrobocia rejestrowanego;2016;13,1;%;
2600000;ŚWIĘTOKRZYSKIE;styczeń;stopa bezrobocia rejestrowanego;2017;11,1;%;
2600000;ŚWIĘTOKRZYSKIE;luty;stopa bezrobocia rejestrowanego;2014;17,2;%;
2600000;ŚWIĘTOKRZYSKIE;luty;stopa bezrobocia rejestrowanego;2015;14,8;%;
2600000;ŚWIĘTOKRZYSKIE;luty;stopa bezrobocia rejestrowanego;2016;13;%;
2600000;ŚWIĘTOKRZYSKIE;luty;stopa bezrobocia rejestrowanego;2017;11;%;
2600000;ŚWIĘTOKRZYSKIE;marzec;stopa bezrobocia rejestrowanego;2014;16,6;%;
2600000;ŚWIĘTOKRZYSKIE;marzec;stopa bezrobocia rejestrowanego;2015;14,5;%;
2600000;ŚWIĘTOKRZYSKIE;marzec;stopa bezrobocia rejestrowanego;2016;12,6;%;
2600000;ŚWIĘTOKRZYSKIE;marzec;stopa bezrobocia rejestrowanego;2017;10,4;%;
2600000;ŚWIĘTOKRZYSKIE;kwiecień;stopa bezrobocia rejestrowanego;2014;15,9;%;
2600000;ŚWIĘTOKRZYSKIE;kwiecień;stopa bezrobocia rejestrowanego;2015;14;%;
2600000;ŚWIĘTOKRZYSKIE;kwiecień;stopa bezrobocia rejestrowanego;2016;12;%;
2600000;ŚWIĘTOKRZYSKIE;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;maj;stopa bezrobocia rejestrowanego;2014;15,3;%;
2600000;ŚWIĘTOKRZYSKIE;maj;stopa bezrobocia rejestrowanego;2015;13,4;%;
2600000;ŚWIĘTOKRZYSKIE;maj;stopa bezrobocia rejestrowanego;2016;11,7;%;
2600000;ŚWIĘTOKRZYSKIE;maj;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;czerwiec;stopa bezrobocia rejestrowanego;2014;14,9;%;
2600000;ŚWIĘTOKRZYSKIE;czerwiec;stopa bezrobocia rejestrowanego;2015;12,9;%;
2600000;ŚWIĘTOKRZYSKIE;czerwiec;stopa bezrobocia rejestrowanego;2016;11,3;%;
2600000;ŚWIĘTOKRZYSKIE;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;lipiec;stopa bezrobocia rejestrowanego;2014;14,7;%;
2600000;ŚWIĘTOKRZYSKIE;lipiec;stopa bezrobocia rejestrowanego;2015;12,7;%;
2600000;ŚWIĘTOKRZYSKIE;lipiec;stopa bezrobocia rejestrowanego;2016;11,1;%;
2600000;ŚWIĘTOKRZYSKIE;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;sierpień;stopa bezrobocia rejestrowanego;2014;14,6;%;
2600000;ŚWIĘTOKRZYSKIE;sierpień;stopa bezrobocia rejestrowanego;2015;12,5;%;
2600000;ŚWIĘTOKRZYSKIE;sierpień;stopa bezrobocia rejestrowanego;2016;11;%;
2600000;ŚWIĘTOKRZYSKIE;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;wrzesień;stopa bezrobocia rejestrowanego;2014;14,3;%;
2600000;ŚWIĘTOKRZYSKIE;wrzesień;stopa bezrobocia rejestrowanego;2015;12,1;%;
2600000;ŚWIĘTOKRZYSKIE;wrzesień;stopa bezrobocia rejestrowanego;2016;10,8;%;
2600000;ŚWIĘTOKRZYSKIE;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;październik;stopa bezrobocia rejestrowanego;2014;13,9;%;
2600000;ŚWIĘTOKRZYSKIE;październik;stopa bezrobocia rejestrowanego;2015;12;%;
2600000;ŚWIĘTOKRZYSKIE;październik;stopa bezrobocia rejestrowanego;2016;10,6;%;
2600000;ŚWIĘTOKRZYSKIE;październik;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;listopad;stopa bezrobocia rejestrowanego;2014;13,9;%;
2600000;ŚWIĘTOKRZYSKIE;listopad;stopa bezrobocia rejestrowanego;2015;12,2;%;
2600000;ŚWIĘTOKRZYSKIE;listopad;stopa bezrobocia rejestrowanego;2016;10,8;%;
2600000;ŚWIĘTOKRZYSKIE;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
2600000;ŚWIĘTOKRZYSKIE;grudzień;stopa bezrobocia rejestrowanego;2014;14,1;%;
2600000;ŚWIĘTOKRZYSKIE;grudzień;stopa bezrobocia rejestrowanego;2015;12,5;%;
2600000;ŚWIĘTOKRZYSKIE;grudzień;stopa bezrobocia rejestrowanego;2016;10,8;%;
2600000;ŚWIĘTOKRZYSKIE;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;styczeń;stopa bezrobocia rejestrowanego;2014;10,1;%;
2601000;Powiat buski;styczeń;stopa bezrobocia rejestrowanego;2015;8,5;%;
2601000;Powiat buski;styczeń;stopa bezrobocia rejestrowanego;2016;7,6;%;
2601000;Powiat buski;styczeń;stopa bezrobocia rejestrowanego;2017;6,1;%;
2601000;Powiat buski;luty;stopa bezrobocia rejestrowanego;2014;10;%;
2601000;Powiat buski;luty;stopa bezrobocia rejestrowanego;2015;8,5;%;
2601000;Powiat buski;luty;stopa bezrobocia rejestrowanego;2016;7,7;%;
2601000;Powiat buski;luty;stopa bezrobocia rejestrowanego;2017;6;%;
2601000;Powiat buski;marzec;stopa bezrobocia rejestrowanego;2014;9,4;%;
2601000;Powiat buski;marzec;stopa bezrobocia rejestrowanego;2015;8;%;
2601000;Powiat buski;marzec;stopa bezrobocia rejestrowanego;2016;7,1;%;
2601000;Powiat buski;marzec;stopa bezrobocia rejestrowanego;2017;5,4;%;
2601000;Powiat buski;kwiecień;stopa bezrobocia rejestrowanego;2014;8,3;%;
2601000;Powiat buski;kwiecień;stopa bezrobocia rejestrowanego;2015;7,4;%;
2601000;Powiat buski;kwiecień;stopa bezrobocia rejestrowanego;2016;6,2;%;
2601000;Powiat buski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;maj;stopa bezrobocia rejestrowanego;2014;7,7;%;
2601000;Powiat buski;maj;stopa bezrobocia rejestrowanego;2015;7;%;
2601000;Powiat buski;maj;stopa bezrobocia rejestrowanego;2016;5,9;%;
2601000;Powiat buski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;czerwiec;stopa bezrobocia rejestrowanego;2014;7,4;%;
2601000;Powiat buski;czerwiec;stopa bezrobocia rejestrowanego;2015;6,5;%;
2601000;Powiat buski;czerwiec;stopa bezrobocia rejestrowanego;2016;5,7;%;
2601000;Powiat buski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;lipiec;stopa bezrobocia rejestrowanego;2014;7;%;
2601000;Powiat buski;lipiec;stopa bezrobocia rejestrowanego;2015;6,3;%;
2601000;Powiat buski;lipiec;stopa bezrobocia rejestrowanego;2016;5,4;%;
2601000;Powiat buski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;sierpień;stopa bezrobocia rejestrowanego;2014;6,9;%;
2601000;Powiat buski;sierpień;stopa bezrobocia rejestrowanego;2015;6,3;%;
2601000;Powiat buski;sierpień;stopa bezrobocia rejestrowanego;2016;5,2;%;
2601000;Powiat buski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;wrzesień;stopa bezrobocia rejestrowanego;2014;7,2;%;
2601000;Powiat buski;wrzesień;stopa bezrobocia rejestrowanego;2015;6,3;%;
2601000;Powiat buski;wrzesień;stopa bezrobocia rejestrowanego;2016;5,2;%;
2601000;Powiat buski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;październik;stopa bezrobocia rejestrowanego;2014;7,3;%;
2601000;Powiat buski;październik;stopa bezrobocia rejestrowanego;2015;6,3;%;
2601000;Powiat buski;październik;stopa bezrobocia rejestrowanego;2016;5,2;%;
2601000;Powiat buski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;listopad;stopa bezrobocia rejestrowanego;2014;7,6;%;
2601000;Powiat buski;listopad;stopa bezrobocia rejestrowanego;2015;6,7;%;
2601000;Powiat buski;listopad;stopa bezrobocia rejestrowanego;2016;5,4;%;
2601000;Powiat buski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
2601000;Powiat buski;grudzień;stopa bezrobocia rejestrowanego;2014;8;%;
2601000;Powiat buski;grudzień;stopa bezrobocia rejestrowanego;2015;7,1;%;
2601000;Powiat buski;grudzień;stopa bezrobocia rejestrowanego;2016;5,6;%;
2601000;Powiat buski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
2602000;Powiat jędrzejowski;styczeń;stopa bezrobocia rejestrowanego;2014;15,9;%;
2602000;Powiat jędrzejowski;styczeń;stopa bezrobocia rejestrowanego;2015;13,6;%;
2602000;Powiat jędrzejowski;styczeń;stopa bezrobocia rejestrowanego;2016;12,3;%;
2602000;Powiat jędrzejowski;styczeń;stopa bezrobocia rejestrowanego;2017;9,9;%;
2602000;Powiat jędrzejowski;luty;stopa bezrobocia rejestrowanego;2014;16,2;%;
2602000;Powiat jędrzejowski;luty;stopa bezrobocia rejestrowanego;2015;14,1;%;
2602000;Powiat jędrzejowski;luty;stopa bezrobocia rejestrowanego;2016;12,4;%;
2602000;Powiat jędrzejowski;luty;stopa bezrobocia rejestrowanego;2017;9,9;%;
2602000;Powiat jędrzejowski;marzec;stopa bezrobocia rejestrowanego;2014;15,7;%;
2602000;Powiat jędrzejowski;marzec;stopa bezrobocia rejestrowanego;2015;13,9;%;
2602000;Powiat jędrzejowski;marzec;stopa bezrobocia rejestrowanego;2016;12,1;%;
2602000;Powiat jędrzejowski;marzec;stopa bezrobocia rejestrowanego;2017;9,4;%;
2602000;Powiat jędrzejowski;kwiecień;stopa bezrobocia rejestrowanego;2014;15,2;%;
2602000;Powiat jędrzejowski;kwiecień;stopa bezrobocia rejestrowanego;2015;13,6;%;
2602000;Powiat jędrzejowski;kwiecień;stopa bezrobocia rejestrowanego;2016;11,6;%;
