KIERUNEK;OBSZAR_KOD;OBSZAR;DZIEDZINA_KOD;DZIEDZINA;DYSCYPLINA_KOD;DYSCYPLINA
27847;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27848;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
27849;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
27850;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
27851;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;7;historia sztuki
27852;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;19;psychologia
27855;7;obszar nauk technicznych;18;dziedzina nauk technicznych;86;elektrotechnika
27856;7;obszar nauk technicznych;18;dziedzina nauk technicznych;86;elektrotechnika
27858;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
27859;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
27860;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
27861;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
27862;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
27863;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
27864;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
27865;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;14;nauki o poznaniu i komunikacji społecznej
27866;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;14;nauki o poznaniu i komunikacji społecznej
27867;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;3;bibliologia i informatologia
27868;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;3;bibliologia i informatologia
27869;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27870;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27871;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27872;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27873;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
27874;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
27875;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27876;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27877;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27878;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27879;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27880;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27881;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27882;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27883;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27884;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27885;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27886;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27887;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27888;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27889;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
27890;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27891;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27892;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27893;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27894;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27897;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27898;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;77;informatyka
27899;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
27902;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27903;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
27904;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27905;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27907;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27909;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27910;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;14;nauki o poznaniu i komunikacji społecznej
27913;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
27914;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;14;nauki o poznaniu i komunikacji społecznej
27916;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
27917;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
27918;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;3;bibliologia i informatologia
27919;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
27920;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27921;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27922;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27923;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27926;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27927;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27928;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27930;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27936;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
27939;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;17;nauki o zarządzaniu
27940;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27941;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
27942;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
27943;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
27944;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
27945;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
27946;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
27947;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
27948;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
27949;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
27951;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
27952;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
27953;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
27954;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
27955;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
27956;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
27957;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
27959;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
27960;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
27961;7;obszar nauk technicznych;18;dziedzina nauk technicznych;99;technologia chemiczna
27963;7;obszar nauk technicznych;18;dziedzina nauk technicznych;99;technologia chemiczna
27964;7;obszar nauk technicznych;18;dziedzina nauk technicznych;99;technologia chemiczna
27965;7;obszar nauk technicznych;18;dziedzina nauk technicznych;99;technologia chemiczna
27966;7;obszar nauk technicznych;18;dziedzina nauk technicznych;99;technologia chemiczna
27967;7;obszar nauk technicznych;18;dziedzina nauk technicznych;98;metalurgia
27969;7;obszar nauk technicznych;18;dziedzina nauk technicznych;98;metalurgia
27970;7;obszar nauk technicznych;18;dziedzina nauk technicznych;98;metalurgia
27971;7;obszar nauk technicznych;18;dziedzina nauk technicznych;98;metalurgia
27973;7;obszar nauk technicznych;18;dziedzina nauk technicznych;98;metalurgia
27975;7;obszar nauk technicznych;18;dziedzina nauk technicznych;94;inżynieria materiałowa
27976;7;obszar nauk technicznych;18;dziedzina nauk technicznych;94;inżynieria materiałowa
27977;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
27979;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
27981;7;obszar nauk technicznych;18;dziedzina nauk technicznych;90;górnictwo i geologia inżynierska
27982;7;obszar nauk technicznych;18;dziedzina nauk technicznych;90;górnictwo i geologia inżynierska
27983;7;obszar nauk technicznych;18;dziedzina nauk technicznych;90;górnictwo i geologia inżynierska
27984;7;obszar nauk technicznych;18;dziedzina nauk technicznych;90;górnictwo i geologia inżynierska
27985;7;obszar nauk technicznych;18;dziedzina nauk technicznych;90;górnictwo i geologia inżynierska
27986;7;obszar nauk technicznych;18;dziedzina nauk technicznych;90;górnictwo i geologia inżynierska
27987;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
27988;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
27989;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
27990;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
27992;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
27993;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
27994;7;obszar nauk technicznych;18;dziedzina nauk technicznych;95;inżynieria produkcji
27995;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
27996;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
27997;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
27998;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
27999;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28000;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28001;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28002;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28003;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28004;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
28005;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
28008;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28009;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
28010;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
28011;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
28013;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
28014;7;obszar nauk technicznych;18;dziedzina nauk technicznych;94;inżynieria materiałowa
28015;7;obszar nauk technicznych;18;dziedzina nauk technicznych;94;inżynieria materiałowa
28016;7;obszar nauk technicznych;18;dziedzina nauk technicznych;94;inżynieria materiałowa
28018;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28019;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
28022;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28024;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28028;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28031;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
28032;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
28033;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
28037;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28040;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
28041;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
28046;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28047;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28048;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
28053;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28055;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28056;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28059;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28060;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28061;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28065;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28067;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28068;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
28069;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28073;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28074;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28075;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28076;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28077;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28078;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
28080;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28086;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
28093;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28096;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28101;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28102;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28103;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28108;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
28110;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28113;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
28115;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28116;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28117;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28119;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28122;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
28123;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
28124;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28125;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28131;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
28135;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
28136;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28137;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28138;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;36;ochrona środowiska
28140;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
28141;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
28143;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28144;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28146;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
28147;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28148;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28149;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28159;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28164;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
28167;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28169;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
28172;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
28173;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28174;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
28175;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;4;dziedzina nauk medycznych;25;medycyna
28179;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
28180;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
28181;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
28182;5;obszar nauk społecznych;14;dziedzina nauk społecznych;61;nauki o obronności
28185;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28186;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28188;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
28190;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28192;7;obszar nauk technicznych;18;dziedzina nauk technicznych;100;telekomunikacja
28201;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
28202;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
28203;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28204;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28205;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28206;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28207;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
28208;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
28209;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28210;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;15;nauki o rodzinie
28211;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28213;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28216;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28217;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28218;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28219;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28220;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28221;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28222;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28223;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28224;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28225;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28226;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28227;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28228;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28229;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28230;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28234;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28236;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
28241;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
28244;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28245;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28249;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28250;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28251;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
28253;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
28254;8;obszar sztuki;21;dziedzina sztuk plastycznych;117;sztuki projektowe
28256;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
28257;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
28259;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28262;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28263;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28264;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28266;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
28267;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
28274;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28275;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28276;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28277;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;6;dziedzina nauk o zdrowiu;28;dziedzina nauk o zdrowiu
28278;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28281;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
28284;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28285;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
28286;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28287;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28289;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28290;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28291;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28292;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28293;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28294;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28295;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28296;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
28297;8;obszar sztuki;21;dziedzina sztuk plastycznych;999;studia interdyscyplinarne
28298;8;obszar sztuki;21;dziedzina sztuk plastycznych;999;studia interdyscyplinarne
28300;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28301;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28302;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28303;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28304;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
28305;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28306;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28307;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28308;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28309;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
28310;5;obszar nauk społecznych;14;dziedzina nauk społecznych;66;psychologia
